id|name|review_count|useful|funny|cool
_K3wBMFBmOnyS0IitI5mVQ|Lori M.|1|23|8|4
6DmjbYpsxz8MUSSXeX4PAw|Paul L.|3|63|26|21
f8EfbLJg_EFFDXQ7tVmHXQ|Leslie N.|3|3|2|3
Q_t9JZVAw87oc7CgvFSaIg|Sarah P.|1|7|0|0
eQ_gxCyHkYQruxlfqC2o8w|Mike S.|1|8|0|0
tTilu3fgu4b0CUBI2F_EXg|Earl C.|3|194|86|126
1DbvZJXo-y4bEv6a3mnSGg|Sue P.|2|125|34|43
uxymBhLh7ddH7VFTwKRgIA|craig c.|1|98|61|54
5ulrtjMHCuBcj-iVxENG4g|Annie S.|2|5|0|4
LICUj54wMpUwQRa_bp0k_w|Sandra K.|2|31|34|26
TtXoKcPvQAOAUxjbju4PTg|Jeannette B.|2|17|1|3
DLS3QAUGD9mbGxDu0dCw2w|Jonathan S.|3|38|25|14
sPgNh2RpuzS7pc7U1xN90Q|Brian B.|1|6|0|1
Mrf6wqrnp7u575ZMud3T3A|steffie b.|2|33|3|3
5F2CLpJ2YcX8O1HLtwarMA|Chris R.|2|843|494|654
9biYKvEtNJBHv_pNdMTimg|Brian C.|1|0|0|0
xpVWpxMBXmYS1xSeeralOA|c h.|6|11|4|13
Wjo9tT_syyMLS7zdnTOFAQ|Jessi W.|2|1|0|0
PWnvXpPBRpwCivO_C80QTg|Rich T.|1|10|1|2
OfdX0DGrAET9jqn_7gkXww|Carrie U.|20|1099|584|647
yMmd6H50Wc_PsWaAOpzReA|Lilly L.|1|22|3|6
QeWYDajI7EFTcwNdlJvQHQ|L F.|1|7|0|2
LULSAJklnZpLKcvKoCv_kQ|holly r.|2|2|0|1
jv28nlKjPW3tNIymVaGk3w|Kassie E.|2|17|11|11
jRRbULQn1lS-CHfFSAw4bw|Veronica A.|1|2|2|1
iRgMiQ9nnDu9tdWjI-vi6w|Jessica C.|1|0|0|0
9d5qvuyqYp07I-w2ovCKLw|Brian M.|1|159|117|83
SwVqXFmnWh6TDKCEba_Bcg|Vilay S.|12|202|70|94
KzuLDzxaFculBjqSS-6ozw|Zak S.|1|0|0|0
OQwhpWsMAZUc-nTrT_WbGA|Amanda M.|2|9|4|2
7Z5FBmVONE3lAkD3vMID0Q|Marissa L.|1|14|11|12
UzuWDca3LHVgzFv01HECYg|Chuck K.|1|1|0|0
jHGnI6Z7ibLYP1ugz2RP_w|Molly P.|1|68|14|30
jAmxocKBkFOl9SuVdQ6HAQ|Fred T.|4|108|35|41
vikyvfRREkyvIFg1wtxk1g|Gwen F.|8|448|319|243
iIZhsrl0WQInlvyhvukzMQ|John M.|1|47|14|13
JD7L3z31GmOuVsRRPyqdFQ|Brian R.|2|380|137|121
s7tUz_aOa_SfGhHU2Adq5A|Whiskey T.|1|0|0|0
GRPUddd9AUOm1XTa9ypTyA|Dan G.|2|43|4|26
pEm8zRZ3nQXzufDdXt6UFw|Eve H.|2|65|40|34
xvWDe_VT0LzOSjNZcbvfJw|Lingke W.|1|16|0|3
6UQ6NhuXORZHC7HC7S-uqQ|Roger W.|1|6|0|0
QuSDcTRMAIEYr8XqcPxCFg|Mark T.|1|9|2|4
gtoiFqmDHqQwtWJSYMM7bA|Rebecca B.|2|12|0|4
OClRVWLu6wWgMSUCquhqxg|Andrew A.|1|8|1|4
cudCfyqWbA2VhR3l5WRpfA|Lisa W.|2|11|0|0
sZKc5EI2YsGr4euipIdybg|J R.|1|5|2|4
Pk5pWlKt7GkDUDtaSYb-NQ|Casey W.|2|1037|309|714
5MCBLBxr10NLUKZ4AboAMg|Colleen C.|3|23169|17024|18109
DoNLqGdF0mNLoGYTcS6B2g|Raven W.|1|77|19|30
hpw7UrWf51aaWKbaGGJ2hA|Justin C.|6|4992|2847|4183
eQKy9Tn7yd_cEFaTtC0bSQ|Lolla K.|1|0|0|0
uiGdtsCaIFPRSc23qbHzqQ|Alyssa N.|12|380|85|159
eRX4tjUzNE0LGLwbGdkqwg|Jacqueline T.|5|189|65|53
dcgoy1nA6XzA7k7SGyduBA|Ray V.|1|23|4|3
uaAEeBvh3pFZMgAEHwCY-w|Alexander B.|3|41|10|18
9mfxCQXWGUe760_No-TWng|Robert H.|4|64|22|40
hIlUHCTdHuGQ6YL1NhdIPg|Nikki B.|1|0|0|0
3F986dc7iFTTcI09ji1kzQ|Denise T.|1|2|0|1
rvtrJ1W-bp-XTnJsbp2bEg|Jay G.|1|12|2|1
UIGqdtcUKihPFdZG8tDCSg|mike c.|1|16|11|1
3xFGPEzgK-WNlYnO2QOzdQ|GARY-SOUSA G.|9|235|66|161
CVCFgRbZ9MdQaJg0TE6wtQ|Dom B.|2|6|3|4
3jy7gXnUrtorMQPb4lB4pQ|Andrew R.|3|81|25|31
R0hG7_XBF6s0-VERd9wE_A|Louis T.|1|0|0|0
6oa-O8pPzYAdBmWmgcTwew|Alex R.|12|97|64|69
-iLH3Q2Wg4AMrNUXcgvliA|A T.|65|3472|1985|2458
1Z4q8zpCRuGZ0S7qmTcvQw|J R.|7|63|28|18
eXqBxkGEAKQBBfmsyXEXwQ|Rebecca B.|1|23|2|20
BfWDQUBTK4wHSZH9UJ8Skg|Elise J.|5|45|13|13
HrmqhXOYC9ohbpkl0ynz7A|Dave M.|5|296|175|196
x8Kxh4hpzrJ0Bez8GwGuRw|Robin W.|1|108|21|44
HphlsK7i64y4af-rwXeqHw|B W.|1|0|0|0
q-LikZWl146BXycRkOsCIA|Emily K.|2|6|1|2
n_yLFHaxKHYCxn0t16123w|miss y.|2|34|12|12
bsRRfqNvCPPNTIIF4gZLfA|bo h.|1|0|0|0
E8MVzBKpU0CLd5239W02KA|Rebecca C.|1|8|0|2
T_srLp4IZWWXAf3CN7uz8w|sunny n.|5|244|49|158
ylqULmksKDA__qlOIfv0nw|Sohini R.|9|136|31|59
xK5mpFzMTY4xxCGjK1Uw6w|Zared G.|5|27|28|26
jI6b5ZkWpUzsXv0MgEzyNg|Willy G.|1|15|5|9
v8HF8RgPifcubYK7moi2mw|Amanda P.|3|58|32|32
bMZisCpkMsscgtmRG8QZfg|tony c.|1|3|3|0
LcsWKU_HasM3S01mB8HWqQ|Jonathan G.|1|2|0|0
kEi0R7eDSS1WKoMQAEU8bQ|Lucien M.|1|0|0|0
Rj4te83EIpMYTCeCN6n5Jw|LM K.|1|3|0|3
AW0tVcfwYZBiwtwYyaX0WA|Melissa H.|4|317|65|193
h6Qr_uN7F43mSMLoLuOPRA|Jeff M.|1|12|0|3
Vw3-70Y27b9te2PaBz3pUg|Rebecca F.|1|1|0|1
tSMhPDEGksgKNXlDrURd0w|Renee G.|1|58|18|10
6OxZMXIRyQtWVU06xE2i-g|Peter M.|1|33|43|31
URHf5mueYVR0vGuVPr1oUQ|Sarah M.|2|604|279|480
h3dUyHGGx69JUaB5v6OLcA|Allison S.|3|234|74|150
L_hR80PFoJbkmTsSbOOzxQ|Cookie M.|4|30|6|8
tDX_a1iL90qwudZDNpyzPQ|Ben S.|1|3|0|1
o3YwsT-mQNMkYGXclXKwSw|B F.|1|42|5|12
Cz_qe1HSt_8SX_GLeQf1Qw|Evan K.|2|3|0|2
t52MFJRKSuQ7SQM34qU4ug|Kate P.|1|32|7|6
Gd4oJcm5nZARiUoi7w8vfQ|margo q.|1|12|15|11
3CDOjTQz_C241_G0ghgnfA|P.R. H.|1|3|1|0
kG4DFMQhjDTyrefr2XV7Xg|Annie D.|1|3|0|1
p3F0WMhipDkHtUgqktsylQ|Vaughn B.|1|1|0|0
NARHhcFTY8yxk_b4qE892g|Monika S.|5|43|12|23
gE-5s1PtmW5EDXoe3ClLBw|Peter R.|19|260|75|62
J8R8IxBCEgyn4xkmCDAdow|Caitlin C.|1|122|39|31
qfc_YlvTU5-iCRHGaWCcxQ|Scott K.|1|48|22|19
kxXd2El7B4GTf97OILggWw|Jess Z.|9|35|15|16
fqbNuyEmQiXXvacdl9mqDg|K S.|1|5|0|1
hhdpFb1_nPJ-_xXArhYR0A|Its K.|2|6|1|0
DPjTisV8HhAbNTOefBVGzg|Nicholette P.|3|104|24|60
seoDhKRxvNA6UmsOGFQt0Q|Jennifer E.|17|204|43|146
1VyEjgaCDGsz-OPnsIOopQ|Bill M.|1|20|10|10
_lKiyFOVMyoPwNm_hGy60w|Sarah C.|1|1|0|1
5mcQhUGDfo71Dlh8sDZP9w|David G.|6|183|109|85
8AHwby4ShZdbKRbYhCMh9w|Lucy G.|3|39|22|28
s6CB8sohXlCL6XZDgAy3SA|Cassandra B.|3|303|52|140
N6tzBF-6Lx3Mip-w_C0E9g|Chris P.|3|547|208|297
xhcgw9ye0eFSL_eAji0xbw|Marie M.|1|23|7|4
Ws3EJfgxdnxKYgg5YILv_A|Amanda B.|1|5|1|0
vsoSsJkdoh8vq9HXuzdLdw|Jackie V.|2|20|6|10
P4QhfAOf1MuT4gRo5zfkRA|Hannah J.|1|1|1|1
z67oNAZR_uHG84k3Dntckg|Laura S.|7|397|218|274
uNOnEcYWflXoD1ABWp4oLA|Melissa F.|1|3|1|1
Ncq5eApTnyArIzeRPFry7Q|Patrick B.|1|0|0|0
z35nd92N-Q9q36bx1OCnOQ|Laura B.|2|37|2|12
Imkgc40wELHzYycw-uYILQ|Ryan G.|2|88|41|43
4ENBFSuIT-8vfRHZysQHag|Neelam P.|1|462|106|216
Reb4h6gAWscy722y1EK0FQ|Matthew C.|1|60|8|16
xDn6xQB3J9xZY0ikCENBJQ|Bob J.|1|0|1|1
I6-AyUKJhe2VEId3l9ZL3A|Shar A.|6|11|2|3
J4t2OEgm7EaBA2zDCoKQ1g|Rachel P.|2|62|29|13
StPOlWhrAry3q0oQe-FeIA|Christopher M.|1|17|3|4
w8dmJsDCPwgi7XnZgH8y1A|Turelie L.|1|16|4|7
gMqF26TDUnuHqs729LIsOw|Lauren R.|7|115|32|51
7Nj8XWzbDhCdOLpYR2zQkg|Glenn C.|1|11|1|1
Dz9SC3EWncE6LHKG82feWA|Sarah E.|11|103|20|46
e7rTDywVPZDI3yN61MGHOw|Joshua N.|4|25|5|3
7UH0MxUr9OzlURkbRdbNzw|Lyn R.|1|1|0|0
xGZA0LiJoQpTop7nZ-yazw|Diana F.|1|140|136|87
yi4tHIAXXgRHRDmOMreJQg|Stephen S.|1|0|1|0
ShjMnpkZS3HnkoRoCeWMJw|James B.|1|20|2|8
7W7eeulKO_nat9qNCZUXxw|Kate B.|1|45|5|8
Up1O83ozcH-XU0KqYZR7Cw|Shauna M.|2|12|3|6
iE4LhJiPnJqFXzgKTFYQog|Sabrina F.|3|145|41|58
HFssWbAh1-QX8V4FDMG6iQ|Carly E.|2|37|5|17
ggoVPdAN6yGpaMkkZqSsMg|Jean G.|1|10|0|1
S-FtVvOBTn7BDmW6Cj-How|shelly p.|1|0|7|1
YI1PvidzrJb16SX3uc0o4w|jamie v.|1|17|8|8
WRNL7eR172obLfx3Tn-DrQ|Ryan D.|4|189|53|90
fpHzpFe7JvPB94JhqQ2qZQ|Becca K.|1|10|4|2
MaEng3-hLXnXblKBxq0Iyw|Lukas W.|2|5|5|2
wEehlsJgmMBWrJCfKXUgTA|Clarke M.|1|11|1|5
7ZynuIvo6iJjX7dSqliGpQ|Tina C.|1|20|1|6
6IeTrYhF4Q5WeGT0kY71gQ|John H.|1|5|0|2
jOxGuCtHsnmTQwempeXPMA|Deb G.|1|11|0|2
fnp3tT0TH8UPt2wc9kJGkQ|Kyle C.|2|104|34|60
mTX1zQz9moKjYRdcRYLPVQ|Jim P.|1|6|0|0
2Dr-IrL_eDjVpr7XYtdLig|Caitlyn L.|3|439|157|313
R_45B2f2kZlPBf6Y-z_VfQ|Rachael M.|4|37|10|21
Ij-8mgtekng7NSdlhA4EzA|Scott C.|2|2|2|0
_9snuTGEkRvYKw3PPuoH0A|Rahul M.|1|17|11|2
WYQnME7EnhwrxFvs6PKwcA|Julie S.|1|6|4|0
zsyKQO7EDtTg21tzLZzxHg|Francis S.|4|12|6|6
TJUTgPyM9X3Jomoj90un-w|Jennifer B.|2|9|5|5
_iL7SyN1p0nXBAa4rudgfQ|Sasha R.|2|995|798|781
LSWEB4ru-PaahVAXUSKicQ|Amanda R.|1|36|10|19
B66MuRJwQDOCIstt6Kv10g|Andrew G.|2|6|2|3
eqL1BcJSN65RPRzlTEoInw|Sarah F.|1|65|51|23
thb8e_eNB7l0Ie0Ihg55Rw|Erik B.|1|13|11|7
L7oc7kuHwoUMol_exqZ-cQ|Tanveer S.|1|20|5|6
YDogLqJTUTMOu6PMqXePLQ|Shannon G.|1|23|2|17
RWNJrfBf5l6lnoFWqAm5pQ|Samantha S.|4|46|14|13
Jmi_yB73SZxFrsZjLjmoOg|lindsay w.|1|29|7|11
r4Eec-nFleZDzJ3QZpwoIw|Leslie B.|2|13|4|8
6ucHYfop7gUjLXFtzHLAGw|Joel M.|1|0|1|1
nG3B9h8Xbdqy00D415RLSg|Laurel M.|1|0|0|2
2L8Uz5L-AGHDpCADN7uVMQ|Ryan M.|1|55|3|12
8dyaGjQ2Mux_jPCHNpId2w|Brian B.|1|5|3|0
TFQ5IWopxjGyMgyEKb4Kng|Sundeep K.|1|41|16|11
lzKI888rUWQIzv07GFqi2Q|Ashley A.|1|5|0|1
CZt7vQOdhR9AmgJKLSeqFg|Justin B.|6|47|7|26
3EPoG_xGsFhnynClfeGMrw|Dean S.|1|7|2|1
u70-2NUeqiax70PihH9PWw|Thomas B.|1|16|4|3
xOksuG3z9INky_9CVj8peQ|Sunisa A.|1|12|1|1
vsSf98NFqSCs3xMDJ4QAjw|Jazmin I.|2|2|1|2
ICA5WWbGQgK2ucExNYacmw|Henry S.|3|19|2|6
teZg4dXkYjHMOuopVapKZw|Natalie K.|2|10|4|5
nmErIjhHi1Jp526uyONJQw|Nicole A.|2|28|5|8
-8XzsTFXJz7kESW_ir3KGg|D R.|1|14|4|3
a-_u38pbjz1NVGjiPqSuEw|C E.|1|0|0|0
wk-a8ISC1lDblQ0Y-U8o_Q|Emmy M.|2|28|10|8
5p2sgaiEsAbvoNfcJuWmpA|Allie B.|1|36|10|13
dQAgYcw1pVr36TugH3996g|Gerald L.|1|4|4|2
MgdgxYA-J5z8JDNaJ-HX-g|Richard R.|1|1|0|0
5RHWq2o22RIgmMOOSp-lkw|Alexandria C.|1|4|0|3
PdkTp8pdM_vOBsFruLmsnQ|Kathleen T.|1|0|0|0
68A0tpACNY02FcKqSBMuAw|ACE P.|1|4|0|0
DnLTBezc05pkgVF_llLVTg|Elliott L.|2|5|1|0
RU51o5gz8GgYMU03e_nnvQ|Lindsay H.|8|324|77|164
-f1cOGmFMAcwTPnXVdl9wA|Tobias H.|3|20|5|6
q2Ix6dgTgBW0L_-XzTy85A|Jessica A.|1|0|0|0
fNVGLOoX0ceHoyzStN2gGw|Suzanne P.|2|44|12|48
8evy7XHSMBUp3tNF7RB8Ig|Peter D.|1|5|3|1
E4WQfA0CaDe9qH5pdZML_Q|Radd M.|1|38|7|12
5SIS2wal6jpOAY0zi6g19Q|Charmie S.|1|65|20|15
P-MPAWFp5aTMQERQoMJ8og|Valerie Z.|4|110|17|47
qIHj_sJc_9y9xWnCXeqUTA|Marisa M.|1|15|1|3
Idtjgnc6VJ0ZuuFZVJp4_Q|Jennifer H.|2|191|67|134
7WwUINIgTxi9c7whC8mbnA|Benjamin K.|3|157|56|70
-PGD0QpgJyoucfviKB6Y-w|Laura Z.|1|73|22|30
5wtXDazKU4v1mIyLQeWFRw|Mae C.|1|6|0|2
4Q74qqFhvPoibROZHvtz6A|Ashley L.|2|16|6|4
Bz4RCaCpzuSpsDM_rQHQZg|Lucinda H.|1|75|10|25
oXLz0_Cx2735wXgEgHr6Yg|David B.|6|462|75|213
heNST89kp1ufMtKvuqXU3g|Izabela B.|3|150|54|88
rsLdeMcDfd33gdmyrGmJcA|Darcy G.|2|26|2|4
mC9ycQTEF3fHvcS3eejWTg|Anya R.|4|124|17|26
pHXVQ0ypzTd7Jy7qBDOAJw|Carly B.|14|421|196|275
LRh3BaDw7_t4i89I6pt61w|Jamie B.|1|0|0|0
IGIysxLGivyIV8yNk1LR4Q|Yunji L.|2|238|88|125
TtGhgcYtQjmfEd0lzyRX9g|C W.|1|3|6|2
N5HtwwIsEuVd-7lrcyzXzg|Lauren A.|1|5|0|2
YHilxGojDXc3gxfzwFjIwA|Kate B.|1|5|1|4
u8toaCWth1q6Hm8TEkNPMg|Greg Mal E.|1|11|4|4
DnXIUlrT3Zzcb6I3gKE3ow|Augusto M.|2|82|52|34
b0MWwl93ZIVMEGKGG0AlYQ|Dina F.|1|4|0|1
hafcXRhwjSzEOpTxACqc9A|robert o.|2|64|13|30
tqD9TggKuUqGRlyQaZQptg|Laura S.|1|8|0|7
4Bgk31-xnVIzGc991lMrAg|Howard G.|1|1|0|0
Zb62VawsFL7rVhUGP-RafA|Chris R.|1|6|4|7
EcWrTaZ8Low1Ot0f3nqkFA|Annabelle R.|1|7|4|4
HJwtiTBS9GMaazLdheETUg|Svetlana S.|1|0|1|0
iwlUWqCBtXdkiyhLVjhy1A|Stefan D.|1|23|0|7
ki4owY1HEDdqbW5BnD0A-g|Brian R.|1|0|0|0
DlIk70y6gzCJZNNwekyHgw|C E.|1|1|0|0
EtwnrL7v2MydEDfCMc2JjA|Betsy R.|7|80|34|33
gSX1sCLgz-xgN_QSLOn0kQ|Tom R.|1|2|0|1
ZW217qAFcBZIFYQleDnm8g|Shanna K.|1|438|114|326
m1MTSZ0elwmVwe2d32LqzQ|Juli L.|1|11|2|12
uQ-BQMHP9oQSvyirQcYYcg|S O.|2|26|1|2
T9imqc0UFz-8XEy1q_inzQ|Andrew B.|1|0|0|0
_Ardknj5q_vTucN5Kuxn1g|Bryan L.|1|6|2|4
uMSNXawulpm9TxrLgm_k5Q|Kelly A.|7|722|251|367
U-DhIbadXOHDr_vEGe0efw|Inez N.|1|48|54|21
K90oUxDAzVAIg45piYta0Q|Ashley S.|1|30|3|13
G9iniUutMqg73ALpeHc8Ug|Uncle K.|2|26|8|7
aZ_4x5GERKRqqpIyfutyQw|Lisa S.|1|51|4|20
7WqNxR0nze_BooVKuIJ6xQ|a h.|1|4|2|0
VOU5VncqoxFJvwR5nQLsWw|John M.|1|8|8|7
1zPwdiXaYsxfHn_SyPGPFg|Riki V.|4|9|1|2
XWhiWroSNZ_MnhWL6WvX3w|Colleen M.|1|71|24|13
CtvxL2SA-Wn0Tt-Ov1dJwQ|John H.|3|47|3|8
rkb9A4y3V4aiyg2mOTYjeA|Hazie W.|5|110|48|56
UnzWUrnsG5MHhaJjJsES5A|Dana c.|1|1|0|0
9QMPOB3vXULM7EtLHvsUiw|Amanda M.|2|93|12|29
m-TsawGiLTkiZtRNXdYN2w|Cabernet S.|8|51|29|20
UCFtoQTdqueQpp_tGeLTZQ|Katy S.|1|21|5|1
pOjgCTg0sXvGVcJETxcq5g|Annamarie T.|18|194|35|89
XzRb0xGjru72gsE3tt5CoA|Mary S.|1|25|5|3
1ixwaiLKd_xsrKN0x2BYkA|Jen L.|2|88|19|40
kOFSGRd6cF3A56VqnUq1oQ|Mike P.|1|5|1|1
SeND6MXbxMe3b6msMAQZlw|Leah L.|1|15|6|4
8eJQ2Uo_8s7Mt23kd-9UGg|Alastair H.|1|29|12|4
_rlAq7LBYyPzNCFBeJkO3A|Lora S.|1|6|10|8
zqma43CENEfE2VKXb9lelA|Michael M.|4|139|46|66
AOTqvF1Xc7llVnczDBFgZw|Andrew F.|1|44|21|14
hsxx48aGP1UEusdIju55MQ|S. C.|1|6|0|0
BoRDC7m0JP1pm1OapkDG7A|Angela d.|8|193|79|105
1JIw_n2nfVlteIpz6gRv6A|Matt G.|2|38|21|20
CJw-FGe77x6Yph196sXB8Q|Charlie J.|1|3|2|0
NlxStRdWDQ5khEfa_z1iqA|Hilary K.|1|46|21|14
EQloo51OzlB0pryitNFfNw|Melissa F.|9|183|133|94
ScVMg5vhaXgkkJCcNhemoA|Sandra B.|1|10|18|4
lBd1xqDHrJ3VPsT03jqarA|Vince M.|1|8|1|1
6GRWtXzGla4B3b5Dz7RU-A|Briana M.|7|534|360|381
KXCHQ6e2NEX0iLyiiUJpBg|Emily D.|1|4|0|2
FXH0V3aHyy1-EIzycMHqDg|Scott B.|2|239|32|84
5pBmHEAe58BHC_Kvngq32w|Kay R.|9|202|79|99
xCWzcZwop5AZZmTBUKZmeg|Max H.|3|12|46|9
zau4ryZbSUQKh1EEyeat9Q|Mochi C.|1|2|0|2
5zSwfDfmTHL6GqEDDYSKZA|Jay B.|1|0|0|0
oCGZ4U3rjwibcoJ_pPZA4Q|Steve P.|1|12|1|5
PpIcuteu8if8EX6fukDPNQ|Darrell M.|1|21|7|8
lGNr8HxAbHfdHQr5Zs5GGA|laura g.|3|339|279|292
p3ykiTYxYJ8S86ZVsFXjCg|May R.|1|27|5|4
2ytBD8zAwYzq_UlUhVJ8ug|Lillian Hua G.|2|1|0|0
6kEJhXXIpH7VP97OBLvHkQ|Stella C.|5|100|22|51
nHKC7KStpgItuhzv5pSGTA|A J.|1|2|0|0
QQv3JqZA5ZKhuKszXsmLWw|Rachael S.|1|21|10|8
9SdskAHSM2-453lJ9RcEzg|Karen L.|1|18|3|3
1uwyvFD8BK1BVMmCyCyXBg|Andrew W.|2|25|12|12
VtGA0DZBJqwFpGqwxQpLbw|Stephanie K.|4|53|5|12
jCfyi8mOBqMJrj_DZFalgg|John B.|4|2748|1382|1994
xEzPJcx5Ny6NLm0p974dJA|Dorise G.|4|252|166|191
oo-3c7bZndIYh6xKj-v4nQ|Olivia C.|6|221|308|236
SIyu7SN8BfD-QR-OT0M4Zw|Daniel P.|4|64|37|32
WA9fjdFYyWon5ecMRUrJRg|Robert K.|1|83|12|24
PobkU7gnB2lya6b47EmIyA|Gina C.|1|6|0|2
BgNv_R8yAajRVMwJki5y7A|Kirstin K.|1|12|4|9
D9lWN5KlgOaE1ubJWhVoBg|Kemal A.|1|1|0|0
z9wdDJeytqVNh_TNBcOgDQ|Greg L.|1|41|1|1
KQhLF7fFymuvUJNf7SoUoA|Jenny L.|8|153|21|88
VwxdsJu0u0S8QMtRGMzcuQ|Jules W.|3|119|86|98
bVTu2_lx2j8G8SJZDMDO8g|Queenie L.|1|135|89|92
rU69PD13eg_QKrfxSj5U9A|Michael D.|1|1|0|0
LXvn-Wl2Sjzvl_7TxK-x6g|Christine R.|13|347|42|135
2QpFcGEeGvCyYtjk5v_9Ng|Jaki G.|5|49|17|27
rpt4eOsS2Elb2MRCSPl1YQ|Philip S.|1|153|53|75
k2CngZAw8oswPFFQfO2sZQ|Alex H.|8|434|126|192
nv3LgMJL8P8KV0PDzzWPPA|Carl E.|1|5|0|0
b6skcBt1fDCTnrhVH9PtZA|Abby M.|2|7|3|4
tV1j-j2z1-QXAEMSK7Vaag|Terri L.|1|0|0|0
MUcsoBNjwpzsYtrcO9xURQ|Colin W.|1|0|0|0
jKLeHqcwR2sPgjlSE1cmJQ|Veggie T.|3|6|4|1
2dyfZNhtyuHdestczTgWjQ|Lou P.|9|613|291|377
OAL78B871UJ3_SZ_77CoVg|Max L.|1|18|1|4
tGi_7Z9d53zuRnmqFJnMLA|Katy W.|1|7|0|0
S8cJbdfMOxDkita7piHKjA|Olivia U.|9|66|46|41
vL_NNXvRWwzOKX9-8HSfCg|David S.|1|8|3|2
oo2qq2QpW280z7jDb_GOOg|Ashley C.|1|13|1|0
KutvHNG__RFllBC2Z9FEwA|Patrick D.|1|21|7|16
mIma_DRqYFkCAO_nIgYBIQ|Christian J.|1|4|1|1
G6yFspc6LzuG7RGV827nMQ|Glen W.|2|6|11|4
jDD1DzfoZsuv50Gy3rMvEw|Clem B.|1|0|0|0
hCliLAhbyMDCmcDEyvgoqQ|Shiloh B.|2|3|1|2
yuICWlU9pyLUkK2imFb3PQ|Zoe D.|1|0|0|0
xHO8y_zierVPgHxlEHkbHg|Marlena V.|3|563|267|300
nbCFsVn_505Ncu8IhZoBPA|Ami G.|1|29|9|16
wxHOzamRYPFtGnYpHiJ2aw|Daniel G.|2|26|3|12
Ey1Gsmaaa2-optHyB80LhQ|Teddy F.|1|0|0|0
LZzDaL0KRjgF9f9UMEf6Yg|Patrick H.|1|49|26|22
p7yKhra2GK8va5EvYJ7hWg|Gary S.|1|25|9|11
iw3z9PBOvzs4OUo4bkagHg|William B.|1|1|0|1
YIofJFd4m6gqG3mTFyJKZA|Luke M.|1|2|0|0
Ysg8T_RVFhQEz_FLulTUtQ|Ann L.|1|21|6|5
dqS7Y6BtdMvqriPqt3IYlw|Carrie C.|1|8|0|0
s3aex-QpU6FU0Ej4PGJyOg|Dorian G.|3|313|144|182
1-uE_Knktp5b-3b05WcqwQ|Mike M.|1|3|1|3
qTXaS4iDUOe2n7Pyh-tR7A|Jay D.|12|236|145|118
iC0jIdhBucaSDGWCHaSOsQ|Guillermo M.|2|111|24|53
e6CklzQiZfjUmSvx9IViYg|Krystal D.|5|623|181|316
xkQj5NiJ6CIT1vvksa8mdQ|Gus L.|3|41|23|26
wuJredLd-1EqyyEYbuVJ8g|InternetUser X.|1|18|9|5
G58MVNrW6TdxWUWLeHDYSA|Matt K.|1|2|2|0
fG5dYu52bCOJAZvGaLCq_A|Allison G.|1|5|0|1
wEE-YMx5pmSuagLtNxMPKA|Stephanie Y.|1|1673|978|1070
_dC3wEoq02Op4lCyzYXSZg|Arturo V.|6|122|28|56
GyNGss56OYoAdg7ANI5M7A|Sothdra N.|1|21|3|6
81CGGO16ILclyQggICVfqA|Cristina P.|1|16|0|2
FXHGZT-d2oHeW141HN4bDg|Sickof T.|1|9|9|5
HC8mPfNlp6MjnMKGEpjf1w|T P.|2|10|2|7
eLocyu86Ej-C8ati2vofcA|christian C.|3|97|8|22
FxoJmiYX0MAOB_o0Ukrr5g|Sara M.|2|9|2|4
4xcTqT5v1H-BXYSn-RzAjw|Jecheima A.|1|4|1|0
0jSU3I6zAz1yDCETWmWqUw|Geoff M.|1|1|0|0
x4jA9tTnM9CgVL8qvdhXuw|Eric P.|1|15|12|2
TCDztKTWwe2VEchbV-F3rw|kim v.|1|34|10|11
A64Wja3BY3Q1wmk67Vdxbw|Krishna K.|1|0|0|0
SfgUvqE8dkfRH13EjcFB-A|Alex C.|1|1|0|0
U7TqaIqpSSPf789AXNSFDQ|Irene J.|2|12|5|9
5THOPwq9R4ld3_RbZvMZjg|Eunice E.|15|328|188|241
s1ZiQvvGsw_Wf487FLwiGw|Susie R.|1|23|4|9
DTPkOh1YyDcuz1HNNOnZIA|Tamara M.|1|43|4|6
s16-BUo-orUsELvMu5ocKg|Josephine L.|18|926|424|434
3Q52-v9_QY4bJjmjOZ2kNQ|R K.|3|13|5|2
9EWFblLiRtv5nEbvFEuM8Q|Lindsey G.|9|105|28|52
V7WRPWSjV6x0LFPkrgsTig|Ted L.|1|31|7|6
iJCQnBeaMcAEiVRdN_UeDA|Erica N.|1|3|0|2
7gB_2t46c6APR3aVCCU72w|Gus S.|2|134|61|29
VPZ0Jxh99smAsjh8toKzCg|laura s.|1|10|5|9
1Lqs0h5gQ0vcbtCLT1wcxg|James B.|1|10|3|4
Ki3cdv0PBezkVVykNuhU6A|Paul P.|1|27|3|3
A_HWWJ4PO3nG9IRlfZjNbQ|j c.|4|100|17|28
pivb4evbwCxbPZW8PMqEqQ|Leah W.|4|165|32|82
nJpiUBiXvdy-v-QAIcanbw|dana s.|1|12|3|7
2OeQ7STcH4VNY9ilt4QDvg|Anna T.|2|23|4|6
Kt4WsypOoIK4tI75N1t1Gw|Ann S.|1|20|1|8
axnt1nX8jrkdY5g4huHZfQ|Nikolai B.|1|1|1|2
W0OAy_fO53uuo82l3UCFAg|Sis Y.|1|93|17|25
NQwO3eYavdNOy5hmC5fq7w|Ashley B.|2|9|1|4
